MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,Ex,Y,SBrkr,1158,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,0,5,2006,New,Partial,158000
75,RM,60.0,7200,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,TA,N,SBrkr,581,530,1111,0,0,1,0,3,1,Fa,6,Typ,0,None,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,0,0,3,2007,WD,Normal,101000
120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,Ex,Y,SBrkr,1370,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,202500
70,RM,50.0,10300,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,Gd,Y,SBrkr,902,808,1710,0,0,2,0,3,1,TA,9,Typ,0,None,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,140000
60,RL,69.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,Ex,Y,SBrkr,1057,977,2034,1,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,219500
60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,Ex,Y,SBrkr,1143,1330,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,317000
20,RL,69.0,19900,Reg,Lvl,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,TA,Y,SBrkr,2207,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,180000
20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Ex,Y,SBrkr,1479,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,226000
30,RM,47.0,4608,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,TA,Y,SBrkr,747,0,747,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,80000
50,RL,81.0,15593,Reg,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,TA,Y,SBrkr,1304,983,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,225000
20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Ex,Y,SBrkr,2223,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,244000
20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,TA,Y,SBrkr,845,0,845,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,129500
60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,Y,SBrkr,885,833,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,185000
20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gd,Y,SBrkr,1086,0,1086,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,144900
50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,Gd,N,SBrkr,840,765,1605,0,0,2,0,3,2,TA,8,Typ,0,None,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,107400
180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,TA,Y,SBrkr,526,462,988,1,0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,91000
20,RL,69.0,8475,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,Ex,Y,FuseA,952,0,952,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,135750
50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,TA,Y,SBrkr,1072,213,1285,1,0,1,0,2,1,TA,6,Min1,0,None,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,127000
90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,TA,N,SBrkr,1768,0,1768,0,0,2,0,4,2,TA,8,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,136500
50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,Gd,Y,SBrkr,682,548,1230,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,110000
60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,TA,Y,SBrkr,1182,960,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,193500
120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Ex,Y,SBrkr,1337,0,1337,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,153500
20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Ex,Y,SBrkr,1563,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,245000
20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Gd,Y,SBrkr,1065,0,1065,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,126500
80,RL,69.0,8530,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,Y,SBrkr,804,670,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,168500
60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Ex,Y,SBrkr,1301,1116,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,260000
60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Ex,Y,SBrkr,684,876,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,174000
160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Ex,Y,SBrkr,612,612,1224,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial,164500
50,C (all),105.0,8470,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,TA,N,SBrkr,1013,0,1526,0,0,1,0,2,1,Fa,6,Typ,0,None,None,1980.0,None,0,0,None,None,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,85000
20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Ex,Y,SBrkr,990,0,990,1,0,1,0,3,1,TA,5,Typ,0,None,None,1980.0,None,0,0,None,None,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,123600
20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,TA,Y,FuseA,1040,0,1040,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,109900
20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,TA,Y,SBrkr,1235,0,1235,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,98600
30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Ex,Y,SBrkr,964,0,964,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,163500
190,C (all),60.0,7200,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,Ex,N,SBrkr,1260,1031,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,133900
60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Ex,Y,SBrkr,905,881,1786,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,204750
60,RL,69.0,9765,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,Gd,Y,SBrkr,680,790,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,185000
20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Ex,Y,SBrkr,1588,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,214000
20,RL,73.0,10921,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,TA,Y,FuseF,960,0,960,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0,0,0,0,0,0,5,2007,WD,Normal,94750
30,RL,85.0,10625,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,Fa,N,SBrkr,835,0,835,0,0,1,0,2,1,TA,5,Typ,0,None,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,83000
20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Fa,Y,SBrkr,1225,0,1225,1,0,1,1,3,1,TA,6,Typ,0,None,None,1980.0,None,0,0,None,None,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,128950
20,RL,69.0,10603,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,1200,Unf,0,410,1610,Gd,Y,SBrkr,1610,0,1610,1,0,2,0,3,1,Gd,6,Typ,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,68,0,0,0,0,0,2,2010,WD,Normal,205000
60,RL,77.0,9206,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,741,741,TA,Y,SBrkr,977,755,1732,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,46,0,0,0,0,0,6,2010,WD,Normal,178000
90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,HdBoard,HdBoard,0.0,TA,Fa,Slab,None,None,None,None,0,None,0,0,0,TA,Y,SBrkr,1535,0,1535,0,0,2,0,4,2,TA,8,Typ,0,None,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,0,6,2009,WD,Alloca,118964
20,RL,94.0,10402,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1226,1226,Ex,Y,SBrkr,1226,0,1226,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,36,0,0,0,0,0,5,2010,WD,Normal,198900
50,RM,69.0,7758,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,600.0,TA,Fa,PConc,TA,TA,No,LwQ,224,Unf,0,816,1040,Ex,Y,FuseF,1226,592,1818,0,0,1,1,4,1,TA,7,Typ,2,TA,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,0,0,0,184,0,0,6,2007,WD,Normal,169500
60,FV,75.0,9375,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,768.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1053,1053,Ex,Y,SBrkr,1053,939,1992,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,45,0,0,0,0,0,8,2008,WD,Normal,250000
30,RM,60.0,10800,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,641,641,Gd,Y,SBrkr,1047,0,1047,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1954.0,Unf,1,273,Fa,Fa,N,0,0,0,0,0,0,450,8,2007,WD,Normal,100000
20,RM,50.0,6000,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,Ex,Y,SBrkr,789,0,789,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Partial,115000
50,RM,85.0,8500,Reg,Lvl,Corner,Gtl,IDOTRR,Artery,1Fam,1.5Fin,5,7,1919,2005,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,793,793,TA,N,FuseF,997,520,1517,0,0,2,0,3,1,Fa,7,Typ,0,None,None,1980.0,None,0,0,None,None,N,0,0,144,0,0,0,0,8,2007,WD,Normal,115000
20,RL,105.0,11751,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,705,Unf,0,1139,1844,Ex,Y,SBrkr,1844,0,1844,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,Y,0,122,0,0,0,0,0,1,2010,COD,Normal,190000
50,RL,75.0,9525,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,Fa,No,Rec,444,Unf,0,550,994,Gd,Y,SBrkr,1216,639,1855,0,0,2,0,4,1,TA,7,Typ,0,None,Attchd,1954.0,Unf,1,325,TA,TA,Y,182,0,0,0,0,0,0,10,2006,WD,Normal,136900
80,RL,69.0,7750,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,250,Unf,0,134,384,Ex,Y,SBrkr,774,656,1430,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,2000.0,Fin,2,400,TA,TA,Y,180,0,0,0,0,0,0,4,2010,WD,Normal,180000
60,RL,77.0,9965,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,0,280,1264,Ex,Y,SBrkr,1282,1414,2696,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,792,TA,TA,Y,120,184,0,0,168,0,0,10,2007,New,Partial,383970
20,RL,69.0,21000,Reg,Bnk,Corner,Gtl,Crawfor,Norm,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,35,Rec,869,905,1809,TA,Y,SBrkr,2259,0,2259,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Basment,1953.0,Unf,2,450,TA,TA,Y,166,120,192,0,0,0,0,10,2007,COD,Abnorml,217000
70,RL,61.0,7259,IR1,Lvl,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,ALQ,774,LwQ,150,104,1028,Ex,Y,SBrkr,1436,884,2320,1,0,2,1,3,1,Gd,9,Typ,1,TA,Detchd,1945.0,Unf,1,180,TA,TA,Y,224,0,0,0,0,0,0,7,2007,WD,Normal,259500
160,FV,34.0,3230,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,419,Unf,0,310,729,Gd,Y,SBrkr,729,729,1458,0,0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,32,0,0,0,0,0,6,2007,WD,Normal,176000
20,RL,69.0,11616,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,116.0,TA,TA,CBlock,TA,TA,No,LwQ,170,BLQ,670,252,1092,TA,Y,SBrkr,1092,0,1092,0,1,1,0,3,1,TA,6,Typ,1,Po,Attchd,1962.0,Unf,1,288,TA,TA,Y,0,20,144,0,0,0,0,9,2009,WD,Normal,139000
20,RL,74.0,8536,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1125,1125,Gd,Y,SBrkr,1125,0,1125,0,0,1,1,2,1,TA,5,Typ,0,None,Attchd,2007.0,Unf,2,430,TA,TA,Y,80,64,0,0,0,0,0,4,2007,New,Partial,155000
60,RL,90.0,12376,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1470,Unf,0,203,1673,Gd,Y,SBrkr,1699,1523,3222,1,0,3,0,5,1,Gd,11,Typ,2,TA,Attchd,1990.0,Unf,3,594,TA,TA,Y,367,0,0,0,0,0,0,5,2010,WD,Normal,320000
60,RL,65.0,8461,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,Y,SBrkr,728,728,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,0,24,0,0,0,0,0,7,2006,New,Partial,163990
80,RL,69.0,21453,IR1,Low,CulDSac,Sev,ClearCr,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,938,Unf,0,0,938,Ex,Y,SBrkr,988,0,988,1,0,1,0,1,1,TA,4,Typ,2,TA,Attchd,1969.0,Unf,2,540,TA,TA,Y,0,130,0,130,0,0,0,10,2006,WD,Normal,180000
