MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MoSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,TotalPorchSF,FinishedBsmtSF,FinishedBsmtRatio,Basement_to_TotalArea,Garage_to_LivingArea,YearsSinceRemodel,GarageAge,HasSecondFloor,HasBasement,HasGarage,HasFireplace,HasPool,HasPorch,IsRemodeled,Quality_x_Area,Quality_x_Condition,Baths_x_Bedrooms,GarageCars_x_Area,OverallQual_Squared
50,RL,48.0,12822,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351,Unf,83,1434,Ex,Y,SBrkr,1518,631,2149,1,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2,670,TA,TA,Y,168,43,0,0,198,8,WD,Abnorml,239686,3583,2.5,241,1351,0.9421199442119944,0.40022327658386825,0.3117729176361098,6,6,1,1,1,1,0,1,0,15043,35,2.5,4298,49
20,FV,84.0,11096,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,1632,1656,Ex,Y,SBrkr,1656,0,1656,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,826,TA,TA,Y,0,146,0,0,0,7,WD,Normal,249700,3312,2.0,146,24,0.014492753623188406,0.5,0.49879227053140096,1,1,0,1,1,0,0,1,0,13248,40,6.0,4968,64
190,RM,33.0,4456,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,4,5,1920,2008,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,736,736,Gd,Y,SBrkr,736,716,1452,0,2,0,2,3,TA,8,Typ,0,,,1980.0,,0,0,,,N,0,0,102,0,0,6,New,Partial,113000,2188,2.0,102,0,0.0,0.33638025594149906,0.0,1,29,1,1,0,0,0,1,1,5808,20,4.0,0,16
20,RL,66.0,7742,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,192,955,Ex,Y,SBrkr,955,0,955,1,1,0,3,1,TA,6,Typ,0,,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,1,WD,Normal,127000,1910,2.0,0,763,0.7989528795811518,0.5,0.4041884816753927,41,41,0,1,1,0,0,0,0,4775,35,6.0,955,25
60,RL,69.0,13869,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,6,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,612,794,Gd,Y,SBrkr,794,676,1470,0,2,0,3,1,TA,6,Typ,0,,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,7,WD,Normal,177000,2264,2.5,75,182,0.22921914357682618,0.3507067137809187,0.2639455782312925,10,10,1,1,1,0,0,1,0,8820,36,7.5,2940,36
50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,816,816,TA,Y,SBrkr,816,0,1176,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,9,WD,Normal,114500,1632,1.0,0,0,0.0,0.5,0.4489795918367347,56,21,0,1,1,1,0,0,1,7056,36,3.0,2352,36
90,RM,110.0,8472,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,0,816,TA,N,SBrkr,816,0,816,1,1,0,2,1,TA,5,Typ,0,,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,5,WD,Normal,110000,1632,2.0,0,816,1.0,0.5,0.6323529411764706,47,47,0,1,1,0,0,0,0,4080,25,4.0,1632,25
80,RL,60.0,7134,Reg,Bnk,Inside,Mod,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,384,TA,Y,SBrkr,1360,0,1360,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,2,WD,Normal,130000,1744,1.0,50,384,1.0,0.22018348623853212,0.42058823529411765,52,45,0,1,1,1,0,1,0,6800,25,3.0,2720,25
20,RL,100.0,10175,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,935,1425,Gd,Y,SBrkr,1425,0,1425,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,7,WD,Normal,180500,2850,2.0,407,490,0.34385964912280703,0.5,0.40421052631578946,44,44,0,1,1,1,0,1,0,8550,30,6.0,2850,36
160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,321,970,Ex,Y,SBrkr,983,756,1739,1,2,1,3,1,Gd,7,Typ,0,,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,8,WD,Abnorml,172500,2709,3.5,0,649,0.6690721649484536,0.3580657069029162,0.27602070155261643,9,10,1,1,1,0,0,0,1,13912,40,10.5,3478,64
60,RL,89.0,11645,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,860,860,Ex,Y,SBrkr,860,860,1720,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,8,WD,Normal,196500,2580,2.5,70,0,0.0,0.3333333333333333,0.32848837209302323,2,2,1,1,1,0,0,1,0,12040,35,7.5,3440,49
60,RL,66.0,13682,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,1410,1410,Ex,Y,SBrkr,1426,1519,2945,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,10,New,Partial,438780,4355,3.5,37,0,0.0,0.3237657864523536,0.21765704584040746,0,0,1,1,1,1,0,1,0,29450,50,10.5,8835,100
20,RL,60.0,7200,Reg,Bnk,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,148,780,Ex,Y,SBrkr,780,0,780,0,1,0,2,1,TA,4,Typ,0,,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,1,WD,Normal,124900,1560,1.0,0,632,0.8102564102564103,0.5,0.4512820512820513,36,35,0,1,1,0,0,0,0,3900,35,2.0,780,25
20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,217,1158,Ex,Y,SBrkr,1158,0,1158,1,1,1,3,1,Gd,5,Typ,0,,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,5,New,Partial,158000,2316,2.5,50,941,0.812607944732297,0.5,0.49740932642487046,2,0,0,1,1,0,0,1,0,6948,30,7.5,2316,36
75,RM,60.0,7200,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,530,530,TA,N,SBrkr,581,530,1111,0,1,0,3,1,Fa,6,Typ,0,,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,3,WD,Normal,101000,1641,1.0,144,0,0.0,0.3229737964655698,0.25922592259225924,11,72,1,1,1,0,0,1,1,5555,35,3.0,1111,25
120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,1346,1370,Ex,Y,SBrkr,1370,0,1370,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,10,WD,Normal,202500,2740,2.0,49,24,0.017518248175182483,0.5,0.3532846715328467,1,1,0,1,1,1,0,1,0,10960,40,4.0,2740,64
70,RM,50.0,10300,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,576,576,Gd,Y,SBrkr,902,808,1710,0,2,0,3,1,TA,9,Typ,0,,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,4,WD,Normal,140000,2286,2.0,75,0,0.0,0.25196850393700787,0.2807017543859649,60,20,1,1,1,0,0,1,1,11970,42,6.0,3420,49
60,RL,69.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,318,1057,Ex,Y,SBrkr,1057,977,2034,1,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,2,WD,Normal,219500,3091,3.5,36,739,0.6991485335856197,0.3419605305726302,0.31710914454277284,11,11,1,1,1,0,0,1,1,14238,35,10.5,4068,49
60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1143,1143,Ex,Y,SBrkr,1143,1330,2473,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,10,WD,Normal,317000,3616,2.5,151,0,0.0,0.3160951327433628,0.34452082490901736,2,3,1,1,1,1,0,1,1,19784,40,10.0,7419,64
20,RL,69.0,19900,Reg,Lvl,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,1035,1947,TA,Y,SBrkr,2207,0,2207,1,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,7,WD,Normal,180000,4154,3.0,0,912,0.46841294298921415,0.4687048627828599,0.2609877661984594,21,40,0,1,1,1,0,0,1,15449,35,9.0,4414,49
20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,440,1453,Ex,Y,SBrkr,1479,0,1479,1,2,0,3,1,Gd,7,Typ,0,,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,6,WD,Normal,226000,2932,3.0,29,1013,0.6971782518926359,0.4955661664392906,0.3772819472616633,4,4,0,1,1,0,0,1,0,10353,35,9.0,2958,49
30,RM,47.0,4608,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,747,747,TA,Y,SBrkr,747,0,747,0,1,0,2,1,TA,4,Typ,0,,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,6,WD,Normal,80000,1494,1.0,0,0,0.0,0.5,0.29451137884872824,60,65,0,1,1,0,0,0,1,2988,24,2.0,747,16
50,RL,81.0,15593,Reg,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,701,1304,TA,Y,SBrkr,1304,983,2287,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,7,WD,Normal,225000,3591,2.0,135,603,0.4624233128834356,0.36313004734057364,0.2916484477481417,53,53,1,1,1,1,0,1,0,16009,28,6.0,4574,49
20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,343,2223,Ex,Y,SBrkr,2223,0,2223,1,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,2,WD,Normal,244000,4446,3.0,0,1880,0.8457040035987404,0.5,0.2321187584345479,34,34,0,1,1,1,0,0,0,15561,42,9.0,4446,49
20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,280,845,TA,Y,SBrkr,845,0,845,1,1,0,2,1,TA,4,Typ,0,,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,6,WD,Normal,129500,1690,2.0,0,565,0.6686390532544378,0.5,0.4260355029585799,1,20,0,1,1,0,0,0,1,3380,24,4.0,1690,16
60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,832,832,Gd,Y,SBrkr,885,833,1718,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,12,WD,Normal,185000,2550,2.5,385,0,0.0,0.3262745098039216,0.24854481955762514,11,11,1,1,1,1,0,1,0,12026,35,7.5,3436,49
20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,404,1086,Gd,Y,SBrkr,1086,0,1086,1,1,0,3,1,TA,6,Typ,0,,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,5,WD,Normal,144900,2172,2.0,0,682,0.6279926335174953,0.5,0.45119705340699817,7,21,0,1,1,0,0,0,1,5430,35,6.0,2172,25
50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,840,840,Gd,N,SBrkr,840,765,1605,0,2,0,3,2,TA,8,Typ,0,,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,5,WD,Normal,107400,2445,2.0,202,0,0.0,0.34355828220858897,0.23613707165109035,60,95,1,1,1,0,0,1,1,4815,18,6.0,1605,9
180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,462,TA,Y,SBrkr,526,462,988,1,1,0,2,1,TA,5,Typ,0,,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,11,WD,Normal,91000,1450,2.0,101,462,1.0,0.31862068965517243,0.3006072874493927,36,36,1,1,1,0,0,1,0,3952,20,4.0,988,16
20,RL,69.0,8475,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,724,952,Ex,Y,FuseA,952,0,952,0,1,0,2,1,TA,4,Typ,0,,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,4,WD,Normal,135750,1904,1.0,0,228,0.23949579831932774,0.5,0.2972689075630252,52,52,0,1,1,0,0,0,0,3808,28,2.0,952,16
50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,295,672,TA,Y,SBrkr,1072,213,1285,1,1,0,2,1,TA,6,Min1,0,,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,1,WD,Normal,127000,1957,2.0,0,377,0.5610119047619048,0.343382728666326,0.1867704280155642,7,60,1,1,1,0,0,0,1,6425,25,4.0,1285,25
90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1768,1768,TA,N,SBrkr,1768,0,1768,0,2,0,4,2,TA,8,Typ,0,,,1980.0,,0,0,,,Y,0,0,0,0,0,4,WD,Normal,136500,3536,2.0,0,0,0.0,0.5,0.0,42,30,0,1,0,0,0,0,0,7072,20,8.0,0,16
50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,440,440,Gd,Y,SBrkr,682,548,1230,0,1,1,2,1,TA,5,Typ,0,,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,5,WD,Normal,110000,1670,1.5,128,0,0.0,0.2634730538922156,0.35772357723577236,28,43,1,1,1,0,0,1,1,6150,30,3.0,2460,25
60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,448,896,TA,Y,SBrkr,1182,960,2142,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,6,WD,Normal,193500,3038,2.5,324,448,0.5,0.29493087557603687,0.2376283846872082,41,41,1,1,1,1,0,1,0,12852,36,10.0,2142,36
120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,36,1237,Ex,Y,SBrkr,1337,0,1337,1,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,3,WD,Normal,153500,2574,3.0,199,1201,0.9708973322554567,0.48057498057498055,0.3029169783096485,8,8,0,1,1,0,0,1,0,8022,30,6.0,2674,36
20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,1530,1563,Ex,Y,SBrkr,1563,0,1563,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,10,WD,Normal,245000,3126,2.0,99,33,0.02111324376199616,0.5,0.4849648112603967,1,1,0,1,1,1,0,1,0,12504,40,6.0,4689,64
20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1065,1065,Gd,Y,SBrkr,1065,0,1065,0,1,1,3,1,TA,6,Typ,0,,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,7,COD,Normal,126500,2130,1.5,0,0,0.0,0.5,0.4328638497652582,47,33,0,1,1,0,0,0,0,5325,25,4.5,2130,25
80,RL,69.0,8530,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,Gd,Y,SBrkr,804,670,1474,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,5,WD,Normal,168500,1858,2.5,72,0,0.0,0.20667384284176535,0.27137042062415195,13,14,1,1,1,1,0,1,1,10318,35,7.5,2948,49
60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,1288,1288,Ex,Y,SBrkr,1301,1116,2417,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,4,WD,Normal,260000,3705,2.5,82,0,0.0,0.347638326585695,0.1911460488208523,14,15,1,1,1,1,0,1,1,19336,40,10.0,4834,64
60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,684,684,Ex,Y,SBrkr,684,876,1560,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,3,WD,Normal,174000,2244,2.5,38,0,0.0,0.3048128342245989,0.2564102564102564,4,4,1,1,1,1,0,1,0,9360,30,7.5,3120,36
160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,612,612,Ex,Y,SBrkr,612,612,1224,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,6,New,Partial,164500,1836,2.5,234,0,0.0,0.3333333333333333,0.43137254901960786,0,0,1,1,1,0,0,1,0,7344,30,5.0,2448,36
50,C (all),105.0,8470,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,1013,1013,TA,N,SBrkr,1013,0,1526,0,1,0,2,1,Fa,6,Typ,0,,,1980.0,,0,0,,,N,0,0,156,0,0,10,ConLD,Abnorml,85000,2026,1.0,156,0,0.0,0.5,0.0,27,29,0,1,0,0,0,1,1,4578,6,2.0,0,9
20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,402,990,Ex,Y,SBrkr,990,0,990,1,1,0,3,1,TA,5,Typ,0,,,1980.0,,0,0,,,Y,0,0,0,0,0,8,WD,Normal,123600,1980,2.0,0,588,0.593939393939394,0.5,0.0,12,27,0,1,0,0,0,0,1,3960,20,6.0,0,16
20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,0.0,TA,TA,Slab,,,,,0,,0,0,TA,Y,FuseA,1040,0,1040,0,1,0,2,1,TA,4,Typ,0,,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,7,WD,Normal,109900,1040,1.0,29,0,0.0,0.0,0.40384615384615385,56,56,0,0,1,0,0,1,0,4160,20,2.0,2080,16
20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,635,1235,TA,Y,SBrkr,1235,0,1235,0,1,0,2,1,TA,6,Typ,0,,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,12,WD,Abnorml,98600,2470,1.0,0,600,0.48582995951417,0.5,0.38866396761133604,45,45,0,1,1,0,0,0,0,6175,15,2.0,2470,25
30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,163,876,Ex,Y,SBrkr,964,0,964,1,1,0,2,1,TA,5,Typ,0,,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,8,WD,Normal,163500,1840,2.0,44,713,0.8139269406392694,0.47608695652173916,0.44813278008298757,3,88,0,1,1,0,0,1,1,4820,35,4.0,1928,25
190,C (all),60.0,7200,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,168,1214,Ex,N,SBrkr,1260,1031,2291,0,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,11,WD,Normal,133900,3505,2.5,99,1046,0.8616144975288303,0.3463623395149786,0.2208642514185945,9,107,1,1,1,1,0,1,1,13746,36,10.0,4582,36
60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,176,824,Ex,Y,SBrkr,905,881,1786,1,2,1,3,1,Gd,7,Typ,0,,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,5,WD,Normal,204750,2610,3.5,162,648,0.7864077669902912,0.3157088122605364,0.3829787234042553,10,10,1,1,1,0,0,1,0,10716,30,10.5,3572,36
60,RL,69.0,9765,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,370,680,Gd,Y,SBrkr,680,790,1470,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,4,WD,Normal,185000,2150,2.5,63,310,0.45588235294117646,0.31627906976744186,0.2857142857142857,16,16,1,1,1,1,0,1,0,8820,48,7.5,2940,36
